m/z	intensity
919.718138	312.078
919.736163	279.216
919.754189	257.49
919.772215	241.804
919.790241	239.686
919.808267	235.137
919.826293	211.686
919.84432	190.353
919.862347	191.843
919.880374	177.412
919.898401	161.804
919.916428	158.902
919.934455	166.039
919.952483	163.765
919.970511	167.922
919.988539	169.255
920.006567	169.176
920.024595	156.392
920.042624	139.686
920.060652	133.02
920.078681	130.196
920.09671	136.235
920.114739	135.843
920.132769	142.039
920.150798	152.314
920.168828	161.176
920.186858	160.627
920.204888	162.667
920.222918	184.784
920.240949	219.451
920.258979	227.608
920.27701	234.431
920.295041	275.765
920.313072	340.157
920.331104	409.804
920.349135	476.235
920.367167	559.373
920.385199	657.255
920.403231	734.745
920.421263	752.863
920.439295	740.235
920.457328	719.294
920.47536	675.451
920.493393	601.333
920.511426	535.137
920.52946	504.863
920.547493	518.039
920.565527	559.137
920.583561	583.059
920.601595	565.647
920.619629	520.863
920.637663	483.373
920.655697	467.529
920.673732	439.216
920.691767	394.039
920.709802	340.471
920.727837	300
920.745873	274.745
920.763908	270.824
920.781944	254.51
920.79998	233.176
920.818016	214.824
920.836052	203.529
920.854089	200.471
920.872125	199.529
920.890162	191.765
920.908199	174.98
920.926236	162.824
920.944273	170.039
920.962311	172.078
920.980349	161.882
920.998386	157.49
921.016425	154.902
921.034463	151.294
921.052501	155.843
921.07054	162.824
921.088578	168.235
921.106617	156.392
921.124656	152.078
921.142696	159.216
921.160735	164.706
921.178775	170.667
921.196815	180.392
921.214854	190.275
921.232895	185.02
921.250935	182.51
921.268975	197.412
921.287016	214.51
921.305057	248.549
921.323098	298.51
921.341139	353.098
921.359181	412.941
921.377222	474.98
921.395264	522.118
921.413306	539.451
921.431348	548
921.44939	565.49
921.467433	586.98
921.485475	589.177
921.503518	549.882
921.521561	505.098
921.539604	495.608
921.557648	511.686
921.575691	535.137
921.593735	583.373
921.611779	621.49
921.629823	630.118
921.647867	595.216
921.665911	549.098
921.683956	476.549
921.702001	394.118
921.720045	320.314
921.738091	282.902
921.756136	265.647
921.774181	259.765
921.792227	250.431
921.810273	241.647
921.828319	229.098
921.846365	226.275
921.864411	212.941
921.882458	200.627
921.900504	186.039
921.918551	181.804
921.936598	175.451
921.954645	183.294
921.972693	185.02
921.99074	179.451
922.008788	173.882
922.026836	171.686
922.044884	170.745
922.062932	168.941
922.080981	162.667
922.09903	156.078
922.117078	145.961
922.135127	147.765
922.153176	164.157
922.171226	172.941
922.189275	173.255
922.207325	174.98
922.225375	191.451
922.243425	209.569
922.261475	224.471
922.279526	248.706
922.297576	287.294
922.315627	341.49
922.333678	439.529
922.351729	627.059
922.36978	891.137
922.387832	1165.8
922.405883	1359.53
922.423935	1386.27
922.441987	1257.41
922.460039	1052.86
922.478092	833.255
922.496144	669.098
922.514197	603.765
922.53225	609.098
922.550303	627.451
922.568356	624.706
922.586409	606.98
922.604463	590.51
922.622517	577.882
922.640571	557.647
922.658625	517.882
922.676679	485.961
922.694733	448.627
922.712788	394.51
922.730843	331.137
922.748898	297.725
922.766953	278.196
922.785008	273.02
922.803064	267.059
922.82112	253.412
922.839175	240.784
922.857231	238.118
922.875288	224.706
922.893344	220.235
922.911401	209.255
922.929457	205.647
922.947514	195.529
922.965571	190.275
922.983629	180.941
923.001686	185.49
923.019744	184.078
923.037802	176.157
923.05586	171.529
923.073918	186.824
923.091976	188
923.110035	197.02
923.128093	203.294
923.146152	212.863
923.164211	202.353
923.182271	200.627
923.20033	210.98
923.21839	230.824
923.236449	245.02
923.254509	256.784
923.272569	264.863
923.29063	284.549
923.30869	323.922
923.326751	379.137
923.344812	455.686
923.362873	576.392
923.380934	710.196
923.398995	825.569
923.417057	920.314
923.435118	978.039
923.45318	975.216
923.471242	942.51
923.489304	898.118
923.507367	833.412
923.525429	751.765
923.543492	683.843
923.561555	649.804
923.579618	648.863
923.597682	649.726
923.615745	653.098
923.633809	645.255
923.651872	621.647
923.669936	581.412
923.688001	528.706
923.706065	456.784
923.72413	405.804
923.742194	377.647
923.760259	354.196
923.778324	329.255
923.796389	317.176
923.814455	317.961
923.83252	313.804
923.850586	303.294
923.868652	283.922
923.886718	281.176
923.904785	287.529
923.922851	285.882
923.940918	276
923.958984	272.941
923.977051	274.118
923.995119	260.706
924.013186	260.157
924.031254	276.314
924.049321	293.804
924.067389	293.098
924.085457	285.647
924.103525	287.765
924.121594	316.314
924.139662	341.098
924.157731	333.804
924.1758	308.627
924.193869	311.451
924.211939	329.647
924.230008	347.451
924.248078	364.078
924.266148	392.941
924.284218	427.765
924.302288	456
924.320358	491.843
924.338429	570.51
924.356499	659.294
924.37457	745.726
924.392641	842.667
924.410713	944.628
924.428784	988.628
924.446856	973.177
924.464927	925.804
924.482999	858.98
924.501071	798.667
924.519144	785.726
924.537216	794.745
924.555289	796.941
924.573362	773.02
924.591435	750.667
924.609508	737.098
924.627581	738.745
924.645655	713.255
924.663728	668.863
924.681802	631.529
924.699876	601.726
924.717951	568.392
924.736025	543.059
924.7541	518.353
924.772174	496
924.790249	470.824
924.808324	455.137
924.8264	453.961
924.844475	460
924.862551	456.784
924.880627	449.647
924.898703	437.961
924.916779	437.569
924.934855	431.529
924.952932	424
924.971009	408.314
924.989085	408.314
925.007163	406.667
925.02524	409.569
925.043317	407.137
925.061395	391.686
925.079473	364.471
925.097551	370.431
925.115629	362.745
925.133707	362.431
925.151785	365.333
925.169864	373.647
925.187943	359.686
925.206022	347.137
925.224101	367.765
925.242181	410.98
925.26026	430.275
925.27834	437.569
925.29642	443.059
925.3145	471.608
925.33258	515.373
925.35066	570.902
925.368741	633.098
925.386822	677.726
925.404903	701.647
925.422984	728.471
925.441065	749.333
925.459147	746.196
925.477228	721.098
925.49531	709.333
925.513392	700.784
925.531474	695.686
925.549557	698.431
925.567639	682.039
925.585722	645.412
925.603805	633.49
925.621888	636.157
925.639971	631.843
925.658055	593.255
925.676138	545.49
925.694222	506.824
925.712306	483.373
925.73039	453.804
925.748475	426.902
925.766559	398.431
925.784644	384.392
925.802729	394.824
925.820814	411.137
925.838899	396.471
925.856984	371.608
925.87507	360.706
925.893155	353.333
925.911241	348.863
925.929327	345.412
925.947414	333.804
925.9655	313.412
925.983587	296.471
926.001673	302.588
926.01976	308.863
926.037848	321.569
926.055935	326.118
926.074022	331.451
926.09211	309.098
926.110198	292.627
926.128286	285.961
926.146374	303.216
926.164463	313.333
926.182551	329.176
926.20064	348.392
926.218729	388.392
926.236818	450.745
926.254907	549.49
926.272996	704.314
926.291086	923.294
926.309176	1172.55
926.327266	1381.65
926.345356	1454.04
926.363446	1358.75
926.381537	1170.35
926.399627	1007.06
926.417718	904.784
926.435809	845.255
926.453901	811.608
926.471992	793.804
926.490083	790.51
926.508175	778.51
926.526267	749.804
926.544359	724.784
926.562451	685.255
926.580544	653.255
926.598637	636.392
926.616729	618.118
926.634822	592.235
926.652915	568.078
926.671009	541.569
926.689102	511.216
926.707196	466.98
926.72529	421.098
926.743384	374.275
926.761478	356.863
926.779572	368.392
926.797667	389.333
926.815762	376.706
926.833857	342.902
926.851952	316.784
926.870047	306.824
926.888142	290.431
926.906238	273.02
926.924334	269.412
926.94243	275.059
926.960526	283.137
926.978622	279.686
926.996719	253.176
927.014815	247.137
927.032912	254.353
927.051009	262.667
927.069107	266.353
927.087204	276
927.105302	281.647
927.123399	280.157
927.141497	276.157
927.159595	296
927.177694	305.02
927.195792	310.431
927.213891	317.725
927.231989	340.471
927.250088	366.196
927.268188	430.51
927.286287	535.922
927.304386	690.431
927.322486	823.137
927.340586	894.196
927.358686	876.157
927.376786	809.098
927.394887	724.549
927.412987	672.078
927.431088	668.706
927.449189	689.412
927.46729	673.412
927.485391	645.804
927.503493	606.902
927.521594	609.255
927.539696	619.608
927.557798	616.784
927.5759	618.118
927.594002	629.255
927.612105	585.098
927.630208	514.275
927.648311	449.255
927.666414	421.255
927.684517	396.627
927.70262	368.941
927.720724	337.725
927.738828	314.039
927.756931	301.098
927.775036	292.706
927.79314	287.608
927.811244	283.373
927.829349	276.784
927.847454	265.02
927.865559	238.588
927.883664	221.647
927.901769	222.039
927.919875	233.098
927.93798	232.627
927.956086	211.529
927.974192	193.333
927.992298	193.255
928.010405	195.294
928.028511	196.235
928.046618	193.098
928.064725	188.784
928.082832	188
928.10094	185.412
928.119047	178.275
928.137155	173.49
928.155262	193.02
928.17337	212.706
928.191479	222.196
928.209587	218.118
928.227695	225.647
928.245804	252.078
928.263913	279.216
928.282022	320.471
928.300131	386.824
928.318241	468.157
928.33635	537.098
928.35446	576.235
928.37257	595.765
928.39068	603.843
928.40879	591.216
928.426901	577.569
928.445011	576.941
928.463122	567.843
928.481233	557.177
928.499344	541.098
928.517456	512.471
928.535567	507.686
928.553679	516.627
928.571791	522.275
928.589903	496.706
928.608015	465.882
928.626127	446.431
928.64424	426.118
928.662353	394.824
928.680466	376.392
928.698579	359.294
928.716692	322.745
928.734806	283.373
928.752919	267.451
928.771033	251.608
928.789147	240.627
928.807261	234.902
928.825376	232.863
928.84349	217.725
928.861605	211.529
928.87972	199.137
928.897835	183.451
928.91595	174.51
928.934065	171.686
928.952181	173.569
928.970297	173.647
928.988413	163.294
929.006529	158.824
929.024645	160.706
929.042761	165.412
929.060878	167.686
929.078995	156.706
929.097112	147.059
929.115229	145.804
929.133346	146.667
929.151464	150.039
929.169582	163.765
929.1877	182.588
929.205818	187.373
929.223936	181.882
929.242054	179.686
929.260173	204.235
929.278292	231.294
929.29641	259.451
929.31453	293.961
929.332649	335.059
929.350768	366.118
929.368888	391.294
929.387008	403.843
929.405128	430.745
929.423248	458.98
929.441368	468.706
929.459489	479.137
929.47761	491.686
929.49573	486.196
929.513852	464.627
929.531973	453.961
929.550094	465.882
929.568216	464.471
929.586338	449.569
929.604459	419.451
929.622582	394.98
929.640704	366.667
929.658826	339.294
929.676949	306.118
929.695072	275.608
929.713195	251.059
929.731318	245.176
929.749441	236.314
929.767565	230.98
929.785689	206.98
929.803812	193.49
929.821937	179.922
929.840061	172.863
929.858185	160.235
929.87631	154.667
929.894435	153.725
929.91256	152.941
929.930685	146.275
929.94881	148.392
929.966935	144.314
929.985061	135.137
930.003187	135.686
930.021313	144.863
930.039439	134.51
930.057565	124.863
930.075692	125.255
930.093819	137.725
930.111946	137.725
930.130073	136.314
930.1482	128.784
930.166327	120.863
930.184455	121.333
930.202583	129.412
930.220711	142.588
930.238839	158.118
930.256967	168.706
930.275095	190.824
930.293224	227.294
930.311353	256.471
930.329482	278.431
930.347611	320.863
930.365741	373.569
930.38387	444.706
930.402	502.118
930.42013	529.804
930.43826	543.843
930.45639	563.686
930.47452	544.078
930.492651	509.02
930.510782	484
930.528913	478.98
930.547044	449.882
930.565175	432.627
930.583307	419.765
930.601438	414.039
930.61957	387.843
930.637702	368.392
930.655834	351.294
930.673967	316
930.692099	267.922
930.710232	248.078
930.728365	234.667
930.746498	217.176
930.764631	196.941
930.782765	193.098
930.800898	192
930.819032	190.902
930.837166	179.216
930.8553	176.235
930.873434	161.176
930.891569	151.294
930.909703	145.882
930.927838	150.98
930.945973	153.804
930.964109	150.196
930.982244	138.275
931.000379	125.804
931.018515	127.608
931.036651	131.216
931.054787	131.843
931.072923	132.784
931.09106	128.078
931.109196	128
931.127333	130.196
931.14547	131.765
931.163607	133.804
931.181745	130.98
931.199882	130.98
931.21802	135.922
931.236158	145.333
931.254296	161.804
931.272434	189.49
931.290572	228.235
931.308711	247.294
931.326849	258.039
931.344988	278.667
931.363127	316.863
931.381267	363.922
931.399406	413.333
931.417546	457.882
931.435685	495.137
931.453825	521.647
931.471966	527.765
931.490106	506.745
931.508246	496.471
931.526387	484
931.544528	457.176
931.562669	444.392
931.58081	443.373
931.598951	413.882
931.617093	380.078
931.635235	354.196
931.653377	339.059
931.671519	324.392
931.689661	299.608
931.707803	269.804
931.725946	249.02
931.744089	235.686
931.762232	221.333
931.780375	200.314
931.798518	195.608
931.816662	193.961
931.834805	184.392
931.852949	177.412
931.871093	180.157
931.889237	176.863
931.907382	162.667
931.925526	147.137
931.943671	142.353
931.961816	132.078
931.979961	124.784
931.998106	121.176
932.016252	122.902
932.034397	119.922
932.052543	132.157
932.070689	134.275
932.088835	127.451
932.106982	124.706
932.125128	129.647
932.143275	129.255
932.161422	124.627
932.179569	121.725
932.197716	127.608
932.215863	137.725
932.234011	149.804
932.252159	159.765
932.270307	177.412
932.288455	196
932.306603	208.235
932.324751	226.275
932.3429	258.196
932.361049	287.451
932.379198	316.235
932.397347	348
932.415496	399.843
932.433646	459.922
932.451795	493.804
932.469945	501.176
932.488095	483.216
932.506245	448.471
932.524396	429.804
932.542546	442.51
932.560697	448.314
932.578848	445.176
932.596999	436.627
932.61515	417.725
932.633302	410.667
932.651453	391.686
932.669605	373.725
932.687757	349.333
932.705909	326.118
932.724062	295.922
932.742214	268.392
932.760367	238.275
932.77852	226.118
932.796673	227.451
932.814826	215.137
932.832979	197.02
932.851133	186.98
932.869287	191.216
932.887441	178.196
932.905595	160.392
